batting_team,bowling_team,overs,current_score,wickets,runs_last5,wickets_last5,final_score
Rajasthan Royals,Mumbai Indians,18,148,2,65,1,153
Gujarat Titans,Lucknow Super Giants,9,77,0,46,0,161
Lucknow Super Giants,Chennai Super Kings,18,147,1,50,1,153
Royal Challengers Bangalore,Delhi Capitals,5,32,0,69,0,138
Rajasthan Royals,Sunrisers Hyderabad,8,67,0,56,0,156
Delhi Capitals,Mumbai Indians,19,147,4,26,0,152
Lucknow Super Giants,Royal Challengers Bangalore,18,140,1,57,1,145
Mumbai Indians,Rajasthan Royals,5,38,1,70,1,170
Kolkata Knight Riders,Sunrisers Hyderabad,11,67,1,61,1,155
Punjab Kings,Delhi Capitals,17,170,2,37,2,211
Punjab Kings,Kolkata Knight Riders,10,101,1,69,0,214
Mumbai Indians,Rajasthan Royals,13,108,1,48,1,168
Kolkata Knight Riders,Royal Challengers Bangalore,6,53,0,30,0,189
Gujarat Titans,Chennai Super Kings,17,137,0,57,0,143
Chennai Super Kings,Punjab Kings,13,109,1,58,1,180
Rajasthan Royals,Lucknow Super Giants,7,66,0,69,0,195
Sunrisers Hyderabad,Rajasthan Royals,8,82,0,27,0,207
Delhi Capitals,Mumbai Indians,14,93,1,69,0,143
Gujarat Titans,Delhi Capitals,19,160,0,22,0,165
Sunrisers Hyderabad,Punjab Kings,14,139,1,42,1,193
Sunrisers Hyderabad,Kolkata Knight Riders,7,55,2,45,0,156
Mumbai Indians,Sunrisers Hyderabad,16,160,3,38,3,185
Kolkata Knight Riders,Mumbai Indians,5,41,0,48,0,169
Mumbai Indians,Punjab Kings,15,101,2,69,0,121
Mumbai Indians,Rajasthan Royals,13,126,1,56,1,180
Mumbai Indians,Kolkata Knight Riders,6,38,1,68,1,155
Delhi Capitals,Royal Challengers Bangalore,16,136,1,65,0,150
Royal Challengers Bangalore,Sunrisers Hyderabad,14,104,1,27,0,152
Lucknow Super Giants,Punjab Kings,16,136,1,33,0,185
Gujarat Titans,Rajasthan Royals,14,112,2,59,1,158
Rajasthan Royals,Kolkata Knight Riders,9,85,2,65,2,188
Punjab Kings,Sunrisers Hyderabad,13,103,2,39,1,169
Mumbai Indians,Sunrisers Hyderabad,11,99,2,68,0,201
Chennai Super Kings,Sunrisers Hyderabad,18,165,1,49,1,177
Chennai Super Kings,Sunrisers Hyderabad,15,108,3,66,2,157
Chennai Super Kings,Lucknow Super Giants,16,142,2,56,0,169
Royal Challengers Bangalore,Delhi Capitals,19,176,3,57,0,181
Chennai Super Kings,Kolkata Knight Riders,9,76,1,34,1,183
Mumbai Indians,Gujarat Titans,17,144,2,43,2,153
Royal Challengers Bangalore,Chennai Super Kings,14,137,1,55,0,215
Chennai Super Kings,Royal Challengers Bangalore,13,135,2,27,0,183
Mumbai Indians,Chennai Super Kings,7,55,2,63,2,189
Chennai Super Kings,Royal Challengers Bangalore,18,151,1,34,1,177
Lucknow Super Giants,Chennai Super Kings,5,47,1,54,1,198
Sunrisers Hyderabad,Delhi Capitals,8,54,2,38,0,132
Lucknow Super Giants,Rajasthan Royals,15,101,1,42,1,147
Sunrisers Hyderabad,Mumbai Indians,13,102,2,65,2,157
Mumbai Indians,Rajasthan Royals,14,118,1,48,0,173
Lucknow Super Giants,Rajasthan Royals,6,48,0,29,0,126
Rajasthan Royals,Mumbai Indians,17,162,1,30,1,186
Royal Challengers Bangalore,Mumbai Indians,10,100,0,36,0,241
Gujarat Titans,Chennai Super Kings,19,144,3,75,1,149
Mumbai Indians,Gujarat Titans,6,43,0,23,0,145
Chennai Super Kings,Mumbai Indians,8,59,0,42,0,129
Royal Challengers Bangalore,Lucknow Super Giants,16,135,1,26,1,167
Mumbai Indians,Gujarat Titans,11,74,2,40,1,136
Mumbai Indians,Rajasthan Royals,13,122,0,38,0,190
Lucknow Super Giants,Sunrisers Hyderabad,14,113,0,57,0,173
Rajasthan Royals,Sunrisers Hyderabad,19,130,6,51,0,135
Lucknow Super Giants,Kolkata Knight Riders,9,63,1,48,1,106
Mumbai Indians,Gujarat Titans,19,151,5,40,0,156
Rajasthan Royals,Kolkata Knight Riders,16,125,1,45,0,162
Royal Challengers Bangalore,Rajasthan Royals,17,155,4,65,1,162
Sunrisers Hyderabad,Kolkata Knight Riders,11,90,2,40,0,161
Kolkata Knight Riders,Delhi Capitals,13,136,0,41,0,181
Kolkata Knight Riders,Sunrisers Hyderabad,9,63,0,64,0,127
Royal Challengers Bangalore,Chennai Super Kings,18,128,1,47,0,145
Mumbai Indians,Royal Challengers Bangalore,14,99,2,60,1,136
Lucknow Super Giants,Gujarat Titans,19,154,1,39,0,159
Gujarat Titans,Kolkata Knight Riders,7,65,0,47,0,176
Royal Challengers Bangalore,Rajasthan Royals,19,121,0,28,0,126
Mumbai Indians,Chennai Super Kings,6,48,0,56,0,154
Royal Challengers Bangalore,Mumbai Indians,16,103,3,36,2,129
Chennai Super Kings,Sunrisers Hyderabad,12,108,1,69,0,173
Chennai Super Kings,Royal Challengers Bangalore,13,126,2,49,1,205
Mumbai Indians,Punjab Kings,8,47,2,32,0,138
Rajasthan Royals,Sunrisers Hyderabad,13,113,0,56,0,177
Mumbai Indians,Gujarat Titans,10,79,1,38,1,190
Kolkata Knight Riders,Delhi Capitals,5,30,0,30,0,127
Lucknow Super Giants,Sunrisers Hyderabad,17,100,2,27,0,119
Royal Challengers Bangalore,Gujarat Titans,19,144,2,33,2,154
Delhi Capitals,Rajasthan Royals,11,75,1,46,1,151
Chennai Super Kings,Sunrisers Hyderabad,16,135,2,64,0,162
Mumbai Indians,Kolkata Knight Riders,13,126,1,47,1,189
Mumbai Indians,Gujarat Titans,18,169,1,28,0,174
Kolkata Knight Riders,Gujarat Titans,16,143,0,62,0,170
Delhi Capitals,Royal Challengers Bangalore,19,149,1,69,0,158
Rajasthan Royals,Punjab Kings,6,36,1,38,1,138
Sunrisers Hyderabad,Punjab Kings,10,75,0,55,0,143
Lucknow Super Giants,Punjab Kings,17,156,5,41,1,182
Delhi Capitals,Mumbai Indians,7,36,2,48,1,124
Gujarat Titans,Chennai Super Kings,8,67,1,35,0,193
Sunrisers Hyderabad,Kolkata Knight Riders,6,62,1,59,1,198
Royal Challengers Bangalore,Gujarat Titans,17,143,4,61,3,148
Chennai Super Kings,Rajasthan Royals,19,133,3,67,1,144
Royal Challengers Bangalore,Sunrisers Hyderabad,5,42,1,53,1,133
Delhi Capitals,Lucknow Super Giants,8,57,1,68,0,146
Rajasthan Royals,Punjab Kings,7,78,0,56,0,190
Royal Challengers Bangalore,Lucknow Super Giants,16,123,0,52,0,184
Chennai Super Kings,Kolkata Knight Riders,15,129,1,43,0,173
Mumbai Indians,Rajasthan Royals,13,115,4,49,0,194
Lucknow Super Giants,Rajasthan Royals,19,124,5,46,2,129
Sunrisers Hyderabad,Rajasthan Royals,11,72,1,70,0,137
Rajasthan Royals,Gujarat Titans,6,67,0,42,0,238
Gujarat Titans,Delhi Capitals,10,77,2,56,1,136
Royal Challengers Bangalore,Punjab Kings,11,89,1,54,1,162
Delhi Capitals,Punjab Kings,15,133,0,39,0,174
Gujarat Titans,Delhi Capitals,9,84,2,41,2,181
Kolkata Knight Riders,Mumbai Indians,8,51,0,28,0,154
Lucknow Super Giants,Mumbai Indians,9,85,1,63,0,176
Sunrisers Hyderabad,Kolkata Knight Riders,7,74,1,37,0,208
Sunrisers Hyderabad,Chennai Super Kings,7,52,1,24,1,154
Royal Challengers Bangalore,Chennai Super Kings,6,38,0,37,0,178
Punjab Kings,Kolkata Knight Riders,17,109,1,45,1,137
Chennai Super Kings,Kolkata Knight Riders,12,88,0,34,0,140
Royal Challengers Bangalore,Chennai Super Kings,9,71,2,51,1,146
Kolkata Knight Riders,Mumbai Indians,10,65,1,40,1,140
Rajasthan Royals,Punjab Kings,19,131,3,20,1,136
Mumbai Indians,Sunrisers Hyderabad,17,165,0,36,0,208
Royal Challengers Bangalore,Delhi Capitals,11,103,1,54,1,184
Gujarat Titans,Sunrisers Hyderabad,15,106,0,37,0,139
Royal Challengers Bangalore,Chennai Super Kings,15,99,0,21,0,154
Lucknow Super Giants,Chennai Super Kings,14,102,1,47,1,151
Lucknow Super Giants,Punjab Kings,18,163,1,48,0,187
Chennai Super Kings,Rajasthan Royals,7,77,0,41,0,203
Kolkata Knight Riders,Gujarat Titans,17,150,0,23,0,210
Chennai Super Kings,Rajasthan Royals,7,51,0,64,0,171
Gujarat Titans,Kolkata Knight Riders,10,79,1,42,1,161
Mumbai Indians,Gujarat Titans,14,142,2,40,1,195
Mumbai Indians,Kolkata Knight Riders,19,161,2,34,1,166
Punjab Kings,Royal Challengers Bangalore,5,28,0,46,0,140
Chennai Super Kings,Lucknow Super Giants,8,74,1,52,0,164
Chennai Super Kings,Royal Challengers Bangalore,15,130,5,60,1,157
Delhi Capitals,Chennai Super Kings,17,120,1,59,1,133
Punjab Kings,Rajasthan Royals,6,59,0,50,0,174
Punjab Kings,Mumbai Indians,6,48,0,46,0,138
Sunrisers Hyderabad,Punjab Kings,16,94,1,34,1,120
Gujarat Titans,Rajasthan Royals,6,72,1,24,0,223
Punjab Kings,Mumbai Indians,18,115,2,48,0,124
Rajasthan Royals,Royal Challengers Bangalore,18,130,2,64,2,142
Lucknow Super Giants,Kolkata Knight Riders,9,78,1,50,1,150
Sunrisers Hyderabad,Lucknow Super Giants,16,84,0,33,0,125
Kolkata Knight Riders,Delhi Capitals,10,51,2,50,1,102
Lucknow Super Giants,Rajasthan Royals,10,83,0,56,0,165
Chennai Super Kings,Gujarat Titans,15,127,0,37,0,158
Kolkata Knight Riders,Lucknow Super Giants,13,124,3,48,0,190
Kolkata Knight Riders,Chennai Super Kings,5,34,0,57,0,151
Mumbai Indians,Gujarat Titans,17,162,3,70,0,186
Punjab Kings,Lucknow Super Giants,16,117,3,35,0,141
Delhi Capitals,Chennai Super Kings,12,124,2,35,1,194
Kolkata Knight Riders,Mumbai Indians,7,73,0,63,0,181
Lucknow Super Giants,Sunrisers Hyderabad,11,81,1,35,1,169
Rajasthan Royals,Mumbai Indians,7,81,0,49,0,253
Delhi Capitals,Rajasthan Royals,7,45,0,37,0,157
Lucknow Super Giants,Kolkata Knight Riders,10,59,0,50,0,131
Mumbai Indians,Chennai Super Kings,12,112,3,67,1,193
Mumbai Indians,Lucknow Super Giants,10,69,0,33,0,143
Rajasthan Royals,Gujarat Titans,17,161,1,61,1,174
Royal Challengers Bangalore,Punjab Kings,10,59,0,46,0,126
Punjab Kings,Kolkata Knight Riders,18,187,1,39,0,218
Lucknow Super Giants,Sunrisers Hyderabad,17,139,1,46,1,162
Delhi Capitals,Sunrisers Hyderabad,10,73,3,27,1,167
Kolkata Knight Riders,Sunrisers Hyderabad,12,110,2,49,0,204
Royal Challengers Bangalore,Delhi Capitals,19,176,6,57,0,192
Rajasthan Royals,Gujarat Titans,12,144,1,72,1,241
Sunrisers Hyderabad,Gujarat Titans,5,36,1,66,1,148
Lucknow Super Giants,Chennai Super Kings,9,76,1,62,1,177
Punjab Kings,Gujarat Titans,17,149,1,65,1,167
Royal Challengers Bangalore,Punjab Kings,8,63,2,48,1,175
Lucknow Super Giants,Mumbai Indians,11,72,0,33,0,129
Rajasthan Royals,Delhi Capitals,7,72,0,53,0,187
Delhi Capitals,Chennai Super Kings,7,47,0,61,0,150
Gujarat Titans,Rajasthan Royals,14,94,1,32,1,121
Kolkata Knight Riders,Sunrisers Hyderabad,10,103,1,50,1,198
Delhi Capitals,Kolkata Knight Riders,11,90,1,44,0,184
Gujarat Titans,Punjab Kings,13,139,1,33,1,216
Gujarat Titans,Sunrisers Hyderabad,10,78,2,40,1,141
Punjab Kings,Rajasthan Royals,11,91,0,39,0,183
Kolkata Knight Riders,Chennai Super Kings,6,44,1,67,1,163
Sunrisers Hyderabad,Kolkata Knight Riders,12,89,0,29,0,163
Gujarat Titans,Royal Challengers Bangalore,9,69,0,67,0,143
Royal Challengers Bangalore,Gujarat Titans,10,81,1,27,1,142
Kolkata Knight Riders,Gujarat Titans,9,92,0,38,0,188
Gujarat Titans,Sunrisers Hyderabad,7,56,0,70,0,192
Sunrisers Hyderabad,Royal Challengers Bangalore,14,103,1,51,1,155
Mumbai Indians,Chennai Super Kings,8,52,1,56,1,109
Sunrisers Hyderabad,Royal Challengers Bangalore,10,69,0,35,0,125
Chennai Super Kings,Sunrisers Hyderabad,10,97,0,67,0,200
Punjab Kings,Kolkata Knight Riders,16,136,1,42,1,184
Punjab Kings,Delhi Capitals,13,103,0,56,0,156
Gujarat Titans,Rajasthan Royals,15,95,2,43,1,110
Gujarat Titans,Delhi Capitals,16,134,0,29,0,169
Punjab Kings,Mumbai Indians,13,78,5,37,0,109
Lucknow Super Giants,Rajasthan Royals,13,82,0,46,0,144
Rajasthan Royals,Chennai Super Kings,17,138,1,29,0,158
Delhi Capitals,Chennai Super Kings,12,97,0,53,0,173
Chennai Super Kings,Royal Challengers Bangalore,19,175,3,34,2,180
Royal Challengers Bangalore,Lucknow Super Giants,12,98,1,43,1,152
Lucknow Super Giants,Chennai Super Kings,6,37,0,36,0,120
Sunrisers Hyderabad,Gujarat Titans,14,117,1,36,0,144
Chennai Super Kings,Punjab Kings,8,49,0,34,0,141
Mumbai Indians,Kolkata Knight Riders,12,114,2,62,2,198
Delhi Capitals,Kolkata Knight Riders,16,126,0,50,0,166
Royal Challengers Bangalore,Rajasthan Royals,11,92,2,57,1,197
Delhi Capitals,Mumbai Indians,10,73,3,49,0,167
Rajasthan Royals,Punjab Kings,12,93,2,37,1,170
Punjab Kings,Delhi Capitals,17,124,2,62,2,147
Mumbai Indians,Sunrisers Hyderabad,14,126,2,69,2,161
Rajasthan Royals,Kolkata Knight Riders,14,126,1,40,0,182
Mumbai Indians,Chennai Super Kings,5,37,0,59,0,160
Lucknow Super Giants,Delhi Capitals,12,79,1,71,1,121
Kolkata Knight Riders,Royal Challengers Bangalore,6,63,1,49,1,198
Chennai Super Kings,Lucknow Super Giants,13,86,0,34,0,133
Kolkata Knight Riders,Sunrisers Hyderabad,16,130,3,34,0,172
Chennai Super Kings,Punjab Kings,10,62,1,44,0,140
Delhi Capitals,Mumbai Indians,18,146,1,44,1,160
Mumbai Indians,Rajasthan Royals,14,80,2,41,1,112
Mumbai Indians,Royal Challengers Bangalore,7,65,1,44,0,186
Gujarat Titans,Mumbai Indians,11,92,1,45,1,159
Rajasthan Royals,Gujarat Titans,11,100,1,27,0,177
Gujarat Titans,Mumbai Indians,8,76,0,46,0,181
Mumbai Indians,Gujarat Titans,14,117,2,60,0,179
Sunrisers Hyderabad,Rajasthan Royals,6,50,0,44,0,187
Lucknow Super Giants,Mumbai Indians,9,80,1,57,0,206
Rajasthan Royals,Royal Challengers Bangalore,12,80,1,58,0,127
Sunrisers Hyderabad,Kolkata Knight Riders,17,134,1,62,0,168
Sunrisers Hyderabad,Lucknow Super Giants,17,154,4,56,1,184
Rajasthan Royals,Chennai Super Kings,11,71,4,62,0,112
Sunrisers Hyderabad,Royal Challengers Bangalore,18,138,1,39,1,160
Gujarat Titans,Delhi Capitals,8,60,1,30,1,141
Gujarat Titans,Kolkata Knight Riders,7,39,1,66,1,91
Rajasthan Royals,Mumbai Indians,9,61,1,35,0,158
Chennai Super Kings,Lucknow Super Giants,13,84,1,27,0,101
Royal Challengers Bangalore,Sunrisers Hyderabad,19,128,0,65,0,145
Rajasthan Royals,Mumbai Indians,6,26,1,29,0,141
Gujarat Titans,Lucknow Super Giants,17,173,4,47,1,225
Chennai Super Kings,Royal Challengers Bangalore,13,124,0,64,0,213
Royal Challengers Bangalore,Gujarat Titans,5,31,0,43,0,112
Delhi Capitals,Punjab Kings,12,95,2,28,0,158
Delhi Capitals,Rajasthan Royals,6,51,0,64,0,190
Delhi Capitals,Gujarat Titans,14,117,1,30,1,162
Royal Challengers Bangalore,Punjab Kings,18,204,1,58,0,229
Rajasthan Royals,Punjab Kings,17,101,4,66,1,119
Mumbai Indians,Punjab Kings,11,113,3,57,2,211
Mumbai Indians,Chennai Super Kings,7,53,0,56,0,177
Chennai Super Kings,Mumbai Indians,7,51,1,64,0,143
Royal Challengers Bangalore,Chennai Super Kings,11,88,0,39,0,178
Chennai Super Kings,Kolkata Knight Riders,19,145,2,37,1,159
Mumbai Indians,Kolkata Knight Riders,9,81,1,40,1,169
Delhi Capitals,Kolkata Knight Riders,14,101,0,52,0,130
Delhi Capitals,Royal Challengers Bangalore,12,80,0,40,0,133
Gujarat Titans,Chennai Super Kings,5,58,1,36,1,196
Rajasthan Royals,Lucknow Super Giants,5,52,0,48,0,179
Mumbai Indians,Punjab Kings,15,107,3,55,1,138
Mumbai Indians,Lucknow Super Giants,5,41,0,61,0,168
Mumbai Indians,Lucknow Super Giants,15,143,1,48,1,194
Rajasthan Royals,Kolkata Knight Riders,17,125,2,42,1,141
Delhi Capitals,Lucknow Super Giants,14,76,2,71,2,102
Lucknow Super Giants,Chennai Super Kings,7,72,0,43,0,159
Kolkata Knight Riders,Gujarat Titans,5,41,0,61,0,195
Sunrisers Hyderabad,Mumbai Indians,15,121,1,62,0,147
Sunrisers Hyderabad,Royal Challengers Bangalore,8,53,0,35,0,152
Gujarat Titans,Chennai Super Kings,19,190,0,53,0,195
Lucknow Super Giants,Rajasthan Royals,19,181,0,19,0,186
Mumbai Indians,Royal Challengers Bangalore,14,112,2,33,1,157
Punjab Kings,Lucknow Super Giants,10,88,2,54,2,163
Gujarat Titans,Rajasthan Royals,9,70,1,38,1,154
Delhi Capitals,Sunrisers Hyderabad,5,51,1,45,0,182
Punjab Kings,Kolkata Knight Riders,12,107,1,42,1,176
Punjab Kings,Lucknow Super Giants,11,109,1,24,1,232
Chennai Super Kings,Mumbai Indians,6,49,0,34,0,164
Royal Challengers Bangalore,Chennai Super Kings,18,140,2,44,0,152
Punjab Kings,Delhi Capitals,19,166,3,59,1,171
Delhi Capitals,Royal Challengers Bangalore,11,73,1,32,1,148
Delhi Capitals,Punjab Kings,12,90,3,27,0,159
Royal Challengers Bangalore,Gujarat Titans,13,109,0,33,0,168
Rajasthan Royals,Chennai Super Kings,11,103,3,51,1,195
Gujarat Titans,Mumbai Indians,18,151,1,50,0,166
Delhi Capitals,Chennai Super Kings,19,151,4,41,2,156
Sunrisers Hyderabad,Lucknow Super Giants,19,179,5,57,1,201
Kolkata Knight Riders,Punjab Kings,11,89,0,55,0,158
Punjab Kings,Royal Challengers Bangalore,11,106,2,26,2,215
Kolkata Knight Riders,Rajasthan Royals,12,90,1,54,1,149
Sunrisers Hyderabad,Royal Challengers Bangalore,8,74,0,53,0,197
Kolkata Knight Riders,Rajasthan Royals,14,84,1,55,1,134
Kolkata Knight Riders,Royal Challengers Bangalore,15,116,0,40,0,162
Gujarat Titans,Rajasthan Royals,6,39,0,63,0,142
Punjab Kings,Royal Challengers Bangalore,9,65,1,54,1,138
Sunrisers Hyderabad,Rajasthan Royals,19,165,1,47,1,181
Mumbai Indians,Chennai Super Kings,19,134,1,59,0,147
Punjab Kings,Chennai Super Kings,6,48,0,11,0,140
Sunrisers Hyderabad,Royal Challengers Bangalore,6,40,1,66,1,159
Punjab Kings,Gujarat Titans,12,129,1,42,0,214
Rajasthan Royals,Chennai Super Kings,12,112,0,37,0,177
Chennai Super Kings,Gujarat Titans,17,164,1,39,0,201
Lucknow Super Giants,Gujarat Titans,18,92,2,62,2,105
Punjab Kings,Lucknow Super Giants,10,67,1,44,1,140
Chennai Super Kings,Delhi Capitals,18,174,1,66,1,205
Gujarat Titans,Mumbai Indians,16,127,2,46,1,151
Rajasthan Royals,Kolkata Knight Riders,9,100,1,25,1,228
Sunrisers Hyderabad,Delhi Capitals,15,137,1,39,1,169
Rajasthan Royals,Chennai Super Kings,19,105,0,64,0,124
Lucknow Super Giants,Chennai Super Kings,16,157,2,57,0,186
Punjab Kings,Sunrisers Hyderabad,14,112,1,58,1,161
Chennai Super Kings,Kolkata Knight Riders,13,119,2,68,0,183
Punjab Kings,Delhi Capitals,9,84,0,50,0,203
Punjab Kings,Mumbai Indians,18,144,3,25,0,154
Delhi Capitals,Mumbai Indians,5,49,0,46,0,229
Kolkata Knight Riders,Rajasthan Royals,5,33,0,33,0,168
Rajasthan Royals,Mumbai Indians,17,129,1,58,1,156
Delhi Capitals,Mumbai Indians,19,182,4,58,2,187
Gujarat Titans,Rajasthan Royals,15,140,3,65,1,183
Rajasthan Royals,Royal Challengers Bangalore,10,58,0,55,0,143
Royal Challengers Bangalore,Rajasthan Royals,10,72,0,36,0,168
Chennai Super Kings,Sunrisers Hyderabad,19,142,4,58,0,158
Royal Challengers Bangalore,Lucknow Super Giants,6,49,1,25,1,165
Mumbai Indians,Sunrisers Hyderabad,19,197,2,58,0,202
Mumbai Indians,Chennai Super Kings,16,119,2,44,2,144
Rajasthan Royals,Sunrisers Hyderabad,12,98,1,53,1,156
Lucknow Super Giants,Delhi Capitals,19,157,5,72,2,162
Punjab Kings,Sunrisers Hyderabad,12,92,1,44,0,132
Sunrisers Hyderabad,Punjab Kings,18,141,0,37,0,151
Mumbai Indians,Royal Challengers Bangalore,17,134,5,26,0,147
Kolkata Knight Riders,Chennai Super Kings,7,45,1,41,1,144
Lucknow Super Giants,Punjab Kings,10,79,1,59,0,170
Sunrisers Hyderabad,Delhi Capitals,10,74,0,59,0,137
Royal Challengers Bangalore,Delhi Capitals,12,64,1,60,0,116
Rajasthan Royals,Mumbai Indians,9,66,1,33,0,146
Kolkata Knight Riders,Sunrisers Hyderabad,15,122,4,38,0,158
Mumbai Indians,Lucknow Super Giants,17,142,1,30,0,148
Gujarat Titans,Rajasthan Royals,13,93,3,52,2,141
Punjab Kings,Delhi Capitals,11,81,1,32,0,144
Gujarat Titans,Royal Challengers Bangalore,7,55,0,46,0,162
Rajasthan Royals,Gujarat Titans,16,124,1,59,1,167
Royal Challengers Bangalore,Sunrisers Hyderabad,14,105,0,68,0,131
Gujarat Titans,Mumbai Indians,15,98,1,59,0,140
Delhi Capitals,Mumbai Indians,10,79,1,35,1,166
Mumbai Indians,Royal Challengers Bangalore,19,167,3,16,0,172
Royal Challengers Bangalore,Rajasthan Royals,19,162,1,58,1,167
Royal Challengers Bangalore,Punjab Kings,5,37,0,47,0,126
Royal Challengers Bangalore,Delhi Capitals,5,47,1,67,0,184
Mumbai Indians,Gujarat Titans,16,118,3,65,2,141
Sunrisers Hyderabad,Mumbai Indians,8,52,1,40,0,161
Delhi Capitals,Royal Challengers Bangalore,17,114,4,31,3,119
Kolkata Knight Riders,Royal Challengers Bangalore,19,148,7,36,2,170
Punjab Kings,Kolkata Knight Riders,18,130,0,58,0,135
Lucknow Super Giants,Gujarat Titans,15,122,2,69,0,173
Lucknow Super Giants,Gujarat Titans,18,157,2,46,2,174
Kolkata Knight Riders,Gujarat Titans,14,134,1,68,0,203
Mumbai Indians,Lucknow Super Giants,18,139,2,24,2,148
Rajasthan Royals,Kolkata Knight Riders,9,82,2,37,2,193
Gujarat Titans,Kolkata Knight Riders,9,62,2,43,1,164
Gujarat Titans,Mumbai Indians,9,92,1,55,1,210
Sunrisers Hyderabad,Mumbai Indians,6,61,0,34,0,164
Sunrisers Hyderabad,Royal Challengers Bangalore,8,72,1,52,1,198
Gujarat Titans,Kolkata Knight Riders,11,58,0,65,0,115
Lucknow Super Giants,Punjab Kings,17,131,2,50,2,165
Mumbai Indians,Punjab Kings,18,143,0,64,0,163
Sunrisers Hyderabad,Punjab Kings,16,119,0,39,0,148
Delhi Capitals,Sunrisers Hyderabad,16,134,2,55,0,168
Kolkata Knight Riders,Rajasthan Royals,19,159,0,75,0,182
Mumbai Indians,Delhi Capitals,18,118,2,25,1,129
Delhi Capitals,Royal Challengers Bangalore,14,126,0,64,0,178
Delhi Capitals,Chennai Super Kings,9,60,1,37,1,136
Sunrisers Hyderabad,Rajasthan Royals,13,106,1,71,0,167
Royal Challengers Bangalore,Chennai Super Kings,14,98,1,53,1,142
Mumbai Indians,Rajasthan Royals,14,90,3,40,0,138
Punjab Kings,Kolkata Knight Riders,9,70,0,31,0,183
Lucknow Super Giants,Punjab Kings,17,146,4,45,0,189
Rajasthan Royals,Chennai Super Kings,11,101,0,73,0,181
Rajasthan Royals,Lucknow Super Giants,10,68,0,66,0,157
Royal Challengers Bangalore,Kolkata Knight Riders,7,47,0,44,0,151
Delhi Capitals,Chennai Super Kings,18,124,3,59,2,129
Mumbai Indians,Chennai Super Kings,19,142,1,60,0,160
Punjab Kings,Royal Challengers Bangalore,9,72,0,44,0,186
Kolkata Knight Riders,Gujarat Titans,15,92,1,49,0,125
Delhi Capitals,Punjab Kings,7,44,0,48,0,132
Lucknow Super Giants,Punjab Kings,18,146,2,60,0,163
Rajasthan Royals,Lucknow Super Giants,11,98,2,48,1,172
Punjab Kings,Lucknow Super Giants,18,115,3,53,1,120
Mumbai Indians,Lucknow Super Giants,16,160,1,61,0,194
Royal Challengers Bangalore,Chennai Super Kings,18,110,1,71,0,134
Kolkata Knight Riders,Lucknow Super Giants,15,122,2,62,2,169
Royal Challengers Bangalore,Sunrisers Hyderabad,8,60,0,58,0,158
Punjab Kings,Lucknow Super Giants,9,58,1,59,1,141
Sunrisers Hyderabad,Kolkata Knight Riders,9,79,1,48,1,165
Punjab Kings,Delhi Capitals,12,72,0,69,0,113
Delhi Capitals,Chennai Super Kings,10,63,1,49,1,144
Lucknow Super Giants,Gujarat Titans,7,48,0,40,0,146
Rajasthan Royals,Gujarat Titans,6,48,0,73,0,180
Chennai Super Kings,Lucknow Super Giants,19,155,1,40,0,160
Royal Challengers Bangalore,Gujarat Titans,5,49,0,72,0,243
Sunrisers Hyderabad,Delhi Capitals,18,138,1,67,1,158
Rajasthan Royals,Sunrisers Hyderabad,17,112,3,54,1,125
Kolkata Knight Riders,Lucknow Super Giants,10,56,1,37,1,158
Sunrisers Hyderabad,Mumbai Indians,18,153,1,51,0,191
Lucknow Super Giants,Mumbai Indians,13,85,2,30,0,113
Kolkata Knight Riders,Delhi Capitals,18,201,0,42,0,233
Kolkata Knight Riders,Punjab Kings,17,96,0,64,0,119
Delhi Capitals,Chennai Super Kings,15,102,2,73,2,162
Gujarat Titans,Delhi Capitals,16,118,2,60,0,152
Lucknow Super Giants,Chennai Super Kings,10,72,0,69,0,163
Sunrisers Hyderabad,Lucknow Super Giants,13,113,2,51,1,172
Chennai Super Kings,Royal Challengers Bangalore,5,33,0,40,0,193
